origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon
Springfield,Illinios,39.7997,-89.6475,Raleigh,North Carolina,35.7804,-78.6391
Springfield,Illinios,39.7997,-89.6475,Bismarck,North Dakota,46.8083,-100.7837
Springfield,Illinios,39.7997,-89.6475,Columbus,Ohio,39.9623,-83.0007
Springfield,Illinios,39.7997,-89.6475,Oklahoma City,Oklahoma,35.473,-97.5171
Springfield,Illinios,39.7997,-89.6475,Salem,Oregon,44.9392,-123.0331
Springfield,Illinios,39.7997,-89.6475,Harrisburg,Pennsylvania,40.2663,-76.8861
Springfield,Illinios,39.7997,-89.6475,Providence,Rhoda Island,41.8249,-71.4136
Springfield,Illinios,39.7997,-89.6475,Columbia,South Carolina,34.0007,-81.0343
Springfield,Illinios,39.7997,-89.6475,Pierre,South Dakoda,44.3684,-100.354
Springfield,Illinios,39.7997,-89.6475,Nashville,Tennessee,36.1622,-86.7744
Springfield,Illinios,39.7997,-89.6475,Austin,Texas,30.2711,-97.7437
Springfield,Illinios,39.7997,-89.6475,Salt Lake City,Utah,40.767,-111.8904
Springfield,Illinios,39.7997,-89.6475,Montpelier,Vermont,44.2604,-72.5757
Springfield,Illinios,39.7997,-89.6475,Richmond,Virginia,37.5385,-77.4343
Springfield,Illinios,39.7997,-89.6475,Olympia,Washington,47.0451,-122.895
Springfield,Illinios,39.7997,-89.6475,Charleston,West Virginia,38.3506,-81.6333
Springfield,Illinios,39.7997,-89.6475,Madison,Wisconsin,43.0748,-89.3838
Springfield,Illinios,39.7997,-89.6475,Cheyenne,Wyoming,41.14,-104.82
Indianapolis,Indiana,39.7683,-86.1584,Montgomery,Alabama,32.367,-86.3006
Indianapolis,Indiana,39.7683,-86.1584,Juneau,Alaska,58.3019,-134.4197
Indianapolis,Indiana,39.7683,-86.1584,Phoenix,Arizona,33.4486,-112.0773
Indianapolis,Indiana,39.7683,-86.1584,Little Rock,Arkansas,34.7465,-92.2896
Indianapolis,Indiana,39.7683,-86.1584,Sacramento,California,38.5816,-121.4944
Indianapolis,Indiana,39.7683,-86.1584,Denver,Colorado,39.7392,-104.9849
Indianapolis,Indiana,39.7683,-86.1584,Hartford,Connecticut,41.7646,-72.6909
Indianapolis,Indiana,39.7683,-86.1584,Dover,Delaware,39.1582,-75.5244
Indianapolis,Indiana,39.7683,-86.1584,Tallahassee,Florida,30.4381,-84.2809
Indianapolis,Indiana,39.7683,-86.1584,Atlanta,Georgia,33.7491,-84.3902
Indianapolis,Indiana,39.7683,-86.1584,Honolulu,Hawaii,21.3251,-157.8466
Indianapolis,Indiana,39.7683,-86.1584,Boise,Idaho,43.6166,-116.2008
Indianapolis,Indiana,39.7683,-86.1584,Springfield,Illinios,39.7997,-89.6475
Indianapolis,Indiana,39.7683,-86.1584,Indianapolis,Indiana,39.7683,-86.1584
Indianapolis,Indiana,39.7683,-86.1584,Des Monies,Iowa,41.5872,-93.6219
Indianapolis,Indiana,39.7683,-86.1584,Topeka,Kansas,39.049,-95.6776
Indianapolis,Indiana,39.7683,-86.1584,Frankfort,Kentucky,38.2009,-84.8733
Indianapolis,Indiana,39.7683,-86.1584,Baton Rouge,Louisiana,30.446,-91.1874
Indianapolis,Indiana,39.7683,-86.1584,Augusta,Maine,44.3106,-69.7797
Indianapolis,Indiana,39.7683,-86.1584,Annapolis,Maryland,38.9786,-76.4928
Indianapolis,Indiana,39.7683,-86.1584,Boston,Massachusetts,42.3603,-71.0583
Indianapolis,Indiana,39.7683,-86.1584,Lansing,Michigan,42.7338,-84.5554
Indianapolis,Indiana,39.7683,-86.1584,St. Paul,Minnesota,44.9504,-93.1015
Indianapolis,Indiana,39.7683,-86.1584,Jackson,Mississippi,32.299,-90.1848
Indianapolis,Indiana,39.7683,-86.1584,Jefferson City,Missouri,38.5774,-92.1724
Indianapolis,Indiana,39.7683,-86.1584,Helena,Montana,46.5927,-112.0361
Indianapolis,Indiana,39.7683,-86.1584,Lincoln,Nebraska,40.8,-96.6678
Indianapolis,Indiana,39.7683,-86.1584,Carson City,Neveda,39.1695,-119.766
Indianapolis,Indiana,39.7683,-86.1584,Concord,New Hampshire,43.2072,-71.5375
Indianapolis,Indiana,39.7683,-86.1584,Trenton,New Jersey,40.2171,-74.7429
Indianapolis,Indiana,39.7683,-86.1584,Santa Fe,New Mexico,35.687,-105.9378
Indianapolis,Indiana,39.7683,-86.1584,Albany,New York,42.6512,-73.755
Indianapolis,Indiana,39.7683,-86.1584,Raleigh,North Carolina,35.7804,-78.6391
Indianapolis,Indiana,39.7683,-86.1584,Bismarck,North Dakota,46.8083,-100.7837
Indianapolis,Indiana,39.7683,-86.1584,Columbus,Ohio,39.9623,-83.0007
Indianapolis,Indiana,39.7683,-86.1584,Oklahoma City,Oklahoma,35.473,-97.5171
Indianapolis,Indiana,39.7683,-86.1584,Salem,Oregon,44.9392,-123.0331
Indianapolis,Indiana,39.7683,-86.1584,Harrisburg,Pennsylvania,40.2663,-76.8861
Indianapolis,Indiana,39.7683,-86.1584,Providence,Rhoda Island,41.8249,-71.4136
Indianapolis,Indiana,39.7683,-86.1584,Columbia,South Carolina,34.0007,-81.0343
Indianapolis,Indiana,39.7683,-86.1584,Pierre,South Dakoda,44.3684,-100.354
Indianapolis,Indiana,39.7683,-86.1584,Nashville,Tennessee,36.1622,-86.7744
Indianapolis,Indiana,39.7683,-86.1584,Austin,Texas,30.2711,-97.7437
Indianapolis,Indiana,39.7683,-86.1584,Salt Lake City,Utah,40.767,-111.8904
Indianapolis,Indiana,39.7683,-86.1584,Montpelier,Vermont,44.2604,-72.5757
Indianapolis,Indiana,39.7683,-86.1584,Richmond,Virginia,37.5385,-77.4343
Indianapolis,Indiana,39.7683,-86.1584,Olympia,Washington,47.0451,-122.895
Indianapolis,Indiana,39.7683,-86.1584,Charleston,West Virginia,38.3506,-81.6333
Indianapolis,Indiana,39.7683,-86.1584,Madison,Wisconsin,43.0748,-89.3838
Indianapolis,Indiana,39.7683,-86.1584,Cheyenne,Wyoming,41.14,-104.82
Des Monies,Iowa,41.5872,-93.6219,Montgomery,Alabama,32.367,-86.3006
Des Monies,Iowa,41.5872,-93.6219,Juneau,Alaska,58.3019,-134.4197
Des Monies,Iowa,41.5872,-93.6219,Phoenix,Arizona,33.4486,-112.0773
Des Monies,Iowa,41.5872,-93.6219,Little Rock,Arkansas,34.7465,-92.2896
Des Monies,Iowa,41.5872,-93.6219,Sacramento,California,38.5816,-121.4944
Des Monies,Iowa,41.5872,-93.6219,Denver,Colorado,39.7392,-104.9849
Des Monies,Iowa,41.5872,-93.6219,Hartford,Connecticut,41.7646,-72.6909
Des Monies,Iowa,41.5872,-93.6219,Dover,Delaware,39.1582,-75.5244
Des Monies,Iowa,41.5872,-93.6219,Tallahassee,Florida,30.4381,-84.2809
Des Monies,Iowa,41.5872,-93.6219,Atlanta,Georgia,33.7491,-84.3902
Des Monies,Iowa,41.5872,-93.6219,Honolulu,Hawaii,21.3251,-157.8466
Des Monies,Iowa,41.5872,-93.6219,Boise,Idaho,43.6166,-116.2008
Des Monies,Iowa,41.5872,-93.6219,Springfield,Illinios,39.7997,-89.6475
Des Monies,Iowa,41.5872,-93.6219,Indianapolis,Indiana,39.7683,-86.1584
Des Monies,Iowa,41.5872,-93.6219,Des Monies,Iowa,41.5872,-93.6219
Des Monies,Iowa,41.5872,-93.6219,Topeka,Kansas,39.049,-95.6776
Des Monies,Iowa,41.5872,-93.6219,Frankfort,Kentucky,38.2009,-84.8733
Des Monies,Iowa,41.5872,-93.6219,Baton Rouge,Louisiana,30.446,-91.1874
Des Monies,Iowa,41.5872,-93.6219,Augusta,Maine,44.3106,-69.7797
Des Monies,Iowa,41.5872,-93.6219,Annapolis,Maryland,38.9786,-76.4928
Des Monies,Iowa,41.5872,-93.6219,Boston,Massachusetts,42.3603,-71.0583
Des Monies,Iowa,41.5872,-93.6219,Lansing,Michigan,42.7338,-84.5554
Des Monies,Iowa,41.5872,-93.6219,St. Paul,Minnesota,44.9504,-93.1015
Des Monies,Iowa,41.5872,-93.6219,Jackson,Mississippi,32.299,-90.1848
Des Monies,Iowa,41.5872,-93.6219,Jefferson City,Missouri,38.5774,-92.1724
Des Monies,Iowa,41.5872,-93.6219,Helena,Montana,46.5927,-112.0361
Des Monies,Iowa,41.5872,-93.6219,Lincoln,Nebraska,40.8,-96.6678
Des Monies,Iowa,41.5872,-93.6219,Carson City,Neveda,39.1695,-119.766
Des Monies,Iowa,41.5872,-93.6219,Concord,New Hampshire,43.2072,-71.5375
Des Monies,Iowa,41.5872,-93.6219,Trenton,New Jersey,40.2171,-74.7429
Des Monies,Iowa,41.5872,-93.6219,Santa Fe,New Mexico,35.687,-105.9378
Des Monies,Iowa,41.5872,-93.6219,Albany,New York,42.6512,-73.755
Des Monies,Iowa,41.5872,-93.6219,Raleigh,North Carolina,35.7804,-78.6391
Des Monies,Iowa,41.5872,-93.6219,Bismarck,North Dakota,46.8083,-100.7837
Des Monies,Iowa,41.5872,-93.6219,Columbus,Ohio,39.9623,-83.0007
Des Monies,Iowa,41.5872,-93.6219,Oklahoma City,Oklahoma,35.473,-97.5171
Des Monies,Iowa,41.5872,-93.6219,Salem,Oregon,44.9392,-123.0331
Des Monies,Iowa,41.5872,-93.6219,Harrisburg,Pennsylvania,40.2663,-76.8861
Des Monies,Iowa,41.5872,-93.6219,Providence,Rhoda Island,41.8249,-71.4136
Des Monies,Iowa,41.5872,-93.6219,Columbia,South Carolina,34.0007,-81.0343
Des Monies,Iowa,41.5872,-93.6219,Pierre,South Dakoda,44.3684,-100.354
Des Monies,Iowa,41.5872,-93.6219,Nashville,Tennessee,36.1622,-86.7744
Des Monies,Iowa,41.5872,-93.6219,Austin,Texas,30.2711,-97.7437
Des Monies,Iowa,41.5872,-93.6219,Salt Lake City,Utah,40.767,-111.8904
Des Monies,Iowa,41.5872,-93.6219,Montpelier,Vermont,44.2604,-72.5757
Des Monies,Iowa,41.5872,-93.6219,Richmond,Virginia,37.5385,-77.4343
Des Monies,Iowa,41.5872,-93.6219,Olympia,Washington,47.0451,-122.895
Des Monies,Iowa,41.5872,-93.6219,Charleston,West Virginia,38.3506,-81.6333
Des Monies,Iowa,41.5872,-93.6219,Madison,Wisconsin,43.0748,-89.3838
Des Monies,Iowa,41.5872,-93.6219,Cheyenne,Wyoming,41.14,-104.82
Topeka,Kansas,39.049,-95.6776,Montgomery,Alabama,32.367,-86.3006
Topeka,Kansas,39.049,-95.6776,Juneau,Alaska,58.3019,-134.4197
Topeka,Kansas,39.049,-95.6776,Phoenix,Arizona,33.4486,-112.0773
Topeka,Kansas,39.049,-95.6776,Little Rock,Arkansas,34.7465,-92.2896
Topeka,Kansas,39.049,-95.6776,Sacramento,California,38.5816,-121.4944
Topeka,Kansas,39.049,-95.6776,Denver,Colorado,39.7392,-104.9849
Topeka,Kansas,39.049,-95.6776,Hartford,Connecticut,41.7646,-72.6909
Topeka,Kansas,39.049,-95.6776,Dover,Delaware,39.1582,-75.5244
Topeka,Kansas,39.049,-95.6776,Tallahassee,Florida,30.4381,-84.2809
Topeka,Kansas,39.049,-95.6776,Atlanta,Georgia,33.7491,-84.3902
Topeka,Kansas,39.049,-95.6776,Honolulu,Hawaii,21.3251,-157.8466
Topeka,Kansas,39.049,-95.6776,Boise,Idaho,43.6166,-116.2008
Topeka,Kansas,39.049,-95.6776,Springfield,Illinios,39.7997,-89.6475
Topeka,Kansas,39.049,-95.6776,Indianapolis,Indiana,39.7683,-86.1584
Topeka,Kansas,39.049,-95.6776,Des Monies,Iowa,41.5872,-93.6219
Topeka,Kansas,39.049,-95.6776,Topeka,Kansas,39.049,-95.6776
Topeka,Kansas,39.049,-95.6776,Frankfort,Kentucky,38.2009,-84.8733
Topeka,Kansas,39.049,-95.6776,Baton Rouge,Louisiana,30.446,-91.1874
Topeka,Kansas,39.049,-95.6776,Augusta,Maine,44.3106,-69.7797
Topeka,Kansas,39.049,-95.6776,Annapolis,Maryland,38.9786,-76.4928
Topeka,Kansas,39.049,-95.6776,Boston,Massachusetts,42.3603,-71.0583
Topeka,Kansas,39.049,-95.6776,Lansing,Michigan,42.7338,-84.5554
Topeka,Kansas,39.049,-95.6776,St. Paul,Minnesota,44.9504,-93.1015
Topeka,Kansas,39.049,-95.6776,Jackson,Mississippi,32.299,-90.1848
Topeka,Kansas,39.049,-95.6776,Jefferson City,Missouri,38.5774,-92.1724
Topeka,Kansas,39.049,-95.6776,Helena,Montana,46.5927,-112.0361
Topeka,Kansas,39.049,-95.6776,Lincoln,Nebraska,40.8,-96.6678
Topeka,Kansas,39.049,-95.6776,Carson City,Neveda,39.1695,-119.766
Topeka,Kansas,39.049,-95.6776,Concord,New Hampshire,43.2072,-71.5375
Topeka,Kansas,39.049,-95.6776,Trenton,New Jersey,40.2171,-74.7429
Topeka,Kansas,39.049,-95.6776,Santa Fe,New Mexico,35.687,-105.9378
Topeka,Kansas,39.049,-95.6776,Albany,New York,42.6512,-73.755
Topeka,Kansas,39.049,-95.6776,Raleigh,North Carolina,35.7804,-78.6391
Topeka,Kansas,39.049,-95.6776,Bismarck,North Dakota,46.8083,-100.7837
Topeka,Kansas,39.049,-95.6776,Columbus,Ohio,39.9623,-83.0007
Topeka,Kansas,39.049,-95.6776,Oklahoma City,Oklahoma,35.473,-97.5171
Topeka,Kansas,39.049,-95.6776,Salem,Oregon,44.9392,-123.0331
Topeka,Kansas,39.049,-95.6776,Harrisburg,Pennsylvania,40.2663,-76.8861
Topeka,Kansas,39.049,-95.6776,Providence,Rhoda Island,41.8249,-71.4136
Topeka,Kansas,39.049,-95.6776,Columbia,South Carolina,34.0007,-81.0343
Topeka,Kansas,39.049,-95.6776,Pierre,South Dakoda,44.3684,-100.354
Topeka,Kansas,39.049,-95.6776,Nashville,Tennessee,36.1622,-86.7744
Topeka,Kansas,39.049,-95.6776,Austin,Texas,30.2711,-97.7437
Topeka,Kansas,39.049,-95.6776,Salt Lake City,Utah,40.767,-111.8904
Topeka,Kansas,39.049,-95.6776,Montpelier,Vermont,44.2604,-72.5757
Topeka,Kansas,39.049,-95.6776,Richmond,Virginia,37.5385,-77.4343
Topeka,Kansas,39.049,-95.6776,Olympia,Washington,47.0451,-122.895
Topeka,Kansas,39.049,-95.6776,Charleston,West Virginia,38.3506,-81.6333
Topeka,Kansas,39.049,-95.6776,Madison,Wisconsin,43.0748,-89.3838
Topeka,Kansas,39.049,-95.6776,Cheyenne,Wyoming,41.14,-104.82
Frankfort,Kentucky,38.2009,-84.8733,Montgomery,Alabama,32.367,-86.3006
Frankfort,Kentucky,38.2009,-84.8733,Juneau,Alaska,58.3019,-134.4197
Frankfort,Kentucky,38.2009,-84.8733,Phoenix,Arizona,33.4486,-112.0773
Frankfort,Kentucky,38.2009,-84.8733,Little Rock,Arkansas,34.7465,-92.2896
Frankfort,Kentucky,38.2009,-84.8733,Sacramento,California,38.5816,-121.4944
Frankfort,Kentucky,38.2009,-84.8733,Denver,Colorado,39.7392,-104.9849
Frankfort,Kentucky,38.2009,-84.8733,Hartford,Connecticut,41.7646,-72.6909
Frankfort,Kentucky,38.2009,-84.8733,Dover,Delaware,39.1582,-75.5244
Frankfort,Kentucky,38.2009,-84.8733,Tallahassee,Florida,30.4381,-84.2809
Frankfort,Kentucky,38.2009,-84.8733,Atlanta,Georgia,33.7491,-84.3902
Frankfort,Kentucky,38.2009,-84.8733,Honolulu,Hawaii,21.3251,-157.8466
Frankfort,Kentucky,38.2009,-84.8733,Boise,Idaho,43.6166,-116.2008
Frankfort,Kentucky,38.2009,-84.8733,Springfield,Illinios,39.7997,-89.6475
Frankfort,Kentucky,38.2009,-84.8733,Indianapolis,Indiana,39.7683,-86.1584
Frankfort,Kentucky,38.2009,-84.8733,Des Monies,Iowa,41.5872,-93.6219
Frankfort,Kentucky,38.2009,-84.8733,Topeka,Kansas,39.049,-95.6776
Frankfort,Kentucky,38.2009,-84.8733,Frankfort,Kentucky,38.2009,-84.8733
Frankfort,Kentucky,38.2009,-84.8733,Baton Rouge,Louisiana,30.446,-91.1874
Frankfort,Kentucky,38.2009,-84.8733,Augusta,Maine,44.3106,-69.7797
Frankfort,Kentucky,38.2009,-84.8733,Annapolis,Maryland,38.9786,-76.4928
Frankfort,Kentucky,38.2009,-84.8733,Boston,Massachusetts,42.3603,-71.0583
Frankfort,Kentucky,38.2009,-84.8733,Lansing,Michigan,42.7338,-84.5554
Frankfort,Kentucky,38.2009,-84.8733,St. Paul,Minnesota,44.9504,-93.1015
Frankfort,Kentucky,38.2009,-84.8733,Jackson,Mississippi,32.299,-90.1848
Frankfort,Kentucky,38.2009,-84.8733,Jefferson City,Missouri,38.5774,-92.1724
Frankfort,Kentucky,38.2009,-84.8733,Helena,Montana,46.5927,-112.0361
Frankfort,Kentucky,38.2009,-84.8733,Lincoln,Nebraska,40.8,-96.6678
Frankfort,Kentucky,38.2009,-84.8733,Carson City,Neveda,39.1695,-119.766
Frankfort,Kentucky,38.2009,-84.8733,Concord,New Hampshire,43.2072,-71.5375
Frankfort,Kentucky,38.2009,-84.8733,Trenton,New Jersey,40.2171,-74.7429
Frankfort,Kentucky,38.2009,-84.8733,Santa Fe,New Mexico,35.687,-105.9378
Frankfort,Kentucky,38.2009,-84.8733,Albany,New York,42.6512,-73.755
Frankfort,Kentucky,38.2009,-84.8733,Raleigh,North Carolina,35.7804,-78.6391
Frankfort,Kentucky,38.2009,-84.8733,Bismarck,North Dakota,46.8083,-100.7837
Frankfort,Kentucky,38.2009,-84.8733,Columbus,Ohio,39.9623,-83.0007
Frankfort,Kentucky,38.2009,-84.8733,Oklahoma City,Oklahoma,35.473,-97.5171
Frankfort,Kentucky,38.2009,-84.8733,Salem,Oregon,44.9392,-123.0331
Frankfort,Kentucky,38.2009,-84.8733,Harrisburg,Pennsylvania,40.2663,-76.8861
Frankfort,Kentucky,38.2009,-84.8733,Providence,Rhoda Island,41.8249,-71.4136
Frankfort,Kentucky,38.2009,-84.8733,Columbia,South Carolina,34.0007,-81.0343
Frankfort,Kentucky,38.2009,-84.8733,Pierre,South Dakoda,44.3684,-100.354
Frankfort,Kentucky,38.2009,-84.8733,Nashville,Tennessee,36.1622,-86.7744
Frankfort,Kentucky,38.2009,-84.8733,Austin,Texas,30.2711,-97.7437
Frankfort,Kentucky,38.2009,-84.8733,Salt Lake City,Utah,40.767,-111.8904
Frankfort,Kentucky,38.2009,-84.8733,Montpelier,Vermont,44.2604,-72.5757
Frankfort,Kentucky,38.2009,-84.8733,Richmond,Virginia,37.5385,-77.4343
Frankfort,Kentucky,38.2009,-84.8733,Olympia,Washington,47.0451,-122.895
Frankfort,Kentucky,38.2009,-84.8733,Charleston,West Virginia,38.3506,-81.6333
Frankfort,Kentucky,38.2009,-84.8733,Madison,Wisconsin,43.0748,-89.3838
Frankfort,Kentucky,38.2009,-84.8733,Cheyenne,Wyoming,41.14,-104.82
Baton Rouge,Louisiana,30.446,-91.1874,Montgomery,Alabama,32.367,-86.3006
Baton Rouge,Louisiana,30.446,-91.1874,Juneau,Alaska,58.3019,-134.4197
Baton Rouge,Louisiana,30.446,-91.1874,Phoenix,Arizona,33.4486,-112.0773
Baton Rouge,Louisiana,30.446,-91.1874,Little Rock,Arkansas,34.7465,-92.2896
Baton Rouge,Louisiana,30.446,-91.1874,Sacramento,California,38.5816,-121.4944
Baton Rouge,Louisiana,30.446,-91.1874,Denver,Colorado,39.7392,-104.9849
Baton Rouge,Louisiana,30.446,-91.1874,Hartford,Connecticut,41.7646,-72.6909
Baton Rouge,Louisiana,30.446,-91.1874,Dover,Delaware,39.1582,-75.5244
Baton Rouge,Louisiana,30.446,-91.1874,Tallahassee,Florida,30.4381,-84.2809
Baton Rouge,Louisiana,30.446,-91.1874,Atlanta,Georgia,33.7491,-84.3902
Baton Rouge,Louisiana,30.446,-91.1874,Honolulu,Hawaii,21.3251,-157.8466
Baton Rouge,Louisiana,30.446,-91.1874,Boise,Idaho,43.6166,-116.2008
Baton Rouge,Louisiana,30.446,-91.1874,Springfield,Illinios,39.7997,-89.6475
Baton Rouge,Louisiana,30.446,-91.1874,Indianapolis,Indiana,39.7683,-86.1584
Baton Rouge,Louisiana,30.446,-91.1874,Des Monies,Iowa,41.5872,-93.6219
Baton Rouge,Louisiana,30.446,-91.1874,Topeka,Kansas,39.049,-95.6776
Baton Rouge,Louisiana,30.446,-91.1874,Frankfort,Kentucky,38.2009,-84.8733
Baton Rouge,Louisiana,30.446,-91.1874,Baton Rouge,Louisiana,30.446,-91.1874
Baton Rouge,Louisiana,30.446,-91.1874,Augusta,Maine,44.3106,-69.7797
Baton Rouge,Louisiana,30.446,-91.1874,Annapolis,Maryland,38.9786,-76.4928
Baton Rouge,Louisiana,30.446,-91.1874,Boston,Massachusetts,42.3603,-71.0583
Baton Rouge,Louisiana,30.446,-91.1874,Lansing,Michigan,42.7338,-84.5554
Baton Rouge,Louisiana,30.446,-91.1874,St. Paul,Minnesota,44.9504,-93.1015
Baton Rouge,Louisiana,30.446,-91.1874,Jackson,Mississippi,32.299,-90.1848
Baton Rouge,Louisiana,30.446,-91.1874,Jefferson City,Missouri,38.5774,-92.1724
Baton Rouge,Louisiana,30.446,-91.1874,Helena,Montana,46.5927,-112.0361
Baton Rouge,Louisiana,30.446,-91.1874,Lincoln,Nebraska,40.8,-96.6678
Baton Rouge,Louisiana,30.446,-91.1874,Carson City,Neveda,39.1695,-119.766
Baton Rouge,Louisiana,30.446,-91.1874,Concord,New Hampshire,43.2072,-71.5375
Baton Rouge,Louisiana,30.446,-91.1874,Trenton,New Jersey,40.2171,-74.7429
Baton Rouge,Louisiana,30.446,-91.1874,Santa Fe,New Mexico,35.687,-105.9378
Baton Rouge,Louisiana,30.446,-91.1874,Albany,New York,42.6512,-73.755
Baton Rouge,Louisiana,30.446,-91.1874,Raleigh,North Carolina,35.7804,-78.6391
Baton Rouge,Louisiana,30.446,-91.1874,Bismarck,North Dakota,46.8083,-100.7837
Baton Rouge,Louisiana,30.446,-91.1874,Columbus,Ohio,39.9623,-83.0007
Baton Rouge,Louisiana,30.446,-91.1874,Oklahoma City,Oklahoma,35.473,-97.5171
Baton Rouge,Louisiana,30.446,-91.1874,Salem,Oregon,44.9392,-123.0331
Baton Rouge,Louisiana,30.446,-91.1874,Harrisburg,Pennsylvania,40.2663,-76.8861
Baton Rouge,Louisiana,30.446,-91.1874,Providence,Rhoda Island,41.8249,-71.4136
Baton Rouge,Louisiana,30.446,-91.1874,Columbia,South Carolina,34.0007,-81.0343
Baton Rouge,Louisiana,30.446,-91.1874,Pierre,South Dakoda,44.3684,-100.354
Baton Rouge,Louisiana,30.446,-91.1874,Nashville,Tennessee,36.1622,-86.7744
Baton Rouge,Louisiana,30.446,-91.1874,Austin,Texas,30.2711,-97.7437
Baton Rouge,Louisiana,30.446,-91.1874,Salt Lake City,Utah,40.767,-111.8904
Baton Rouge,Louisiana,30.446,-91.1874,Montpelier,Vermont,44.2604,-72.5757
Baton Rouge,Louisiana,30.446,-91.1874,Richmond,Virginia,37.5385,-77.4343
Baton Rouge,Louisiana,30.446,-91.1874,Olympia,Washington,47.0451,-122.895
Baton Rouge,Louisiana,30.446,-91.1874,Charleston,West Virginia,38.3506,-81.6333
Baton Rouge,Louisiana,30.446,-91.1874,Madison,Wisconsin,43.0748,-89.3838
Baton Rouge,Louisiana,30.446,-91.1874,Cheyenne,Wyoming,41.14,-104.82
Augusta,Maine,44.3106,-69.7797,Montgomery,Alabama,32.367,-86.3006
Augusta,Maine,44.3106,-69.7797,Juneau,Alaska,58.3019,-134.4197
Augusta,Maine,44.3106,-69.7797,Phoenix,Arizona,33.4486,-112.0773
Augusta,Maine,44.3106,-69.7797,Little Rock,Arkansas,34.7465,-92.2896
Augusta,Maine,44.3106,-69.7797,Sacramento,California,38.5816,-121.4944
Augusta,Maine,44.3106,-69.7797,Denver,Colorado,39.7392,-104.9849
Augusta,Maine,44.3106,-69.7797,Hartford,Connecticut,41.7646,-72.6909
Augusta,Maine,44.3106,-69.7797,Dover,Delaware,39.1582,-75.5244
Augusta,Maine,44.3106,-69.7797,Tallahassee,Florida,30.4381,-84.2809
Augusta,Maine,44.3106,-69.7797,Atlanta,Georgia,33.7491,-84.3902
Augusta,Maine,44.3106,-69.7797,Honolulu,Hawaii,21.3251,-157.8466
Augusta,Maine,44.3106,-69.7797,Boise,Idaho,43.6166,-116.2008
Augusta,Maine,44.3106,-69.7797,Springfield,Illinios,39.7997,-89.6475
Augusta,Maine,44.3106,-69.7797,Indianapolis,Indiana,39.7683,-86.1584
Augusta,Maine,44.3106,-69.7797,Des Monies,Iowa,41.5872,-93.6219
Augusta,Maine,44.3106,-69.7797,Topeka,Kansas,39.049,-95.6776
Augusta,Maine,44.3106,-69.7797,Frankfort,Kentucky,38.2009,-84.8733
Augusta,Maine,44.3106,-69.7797,Baton Rouge,Louisiana,30.446,-91.1874
Augusta,Maine,44.3106,-69.7797,Augusta,Maine,44.3106,-69.7797
Augusta,Maine,44.3106,-69.7797,Annapolis,Maryland,38.9786,-76.4928
Augusta,Maine,44.3106,-69.7797,Boston,Massachusetts,42.3603,-71.0583
Augusta,Maine,44.3106,-69.7797,Lansing,Michigan,42.7338,-84.5554
Augusta,Maine,44.3106,-69.7797,St. Paul,Minnesota,44.9504,-93.1015
Augusta,Maine,44.3106,-69.7797,Jackson,Mississippi,32.299,-90.1848
Augusta,Maine,44.3106,-69.7797,Jefferson City,Missouri,38.5774,-92.1724
Augusta,Maine,44.3106,-69.7797,Helena,Montana,46.5927,-112.0361
Augusta,Maine,44.3106,-69.7797,Lincoln,Nebraska,40.8,-96.6678
Augusta,Maine,44.3106,-69.7797,Carson City,Neveda,39.1695,-119.766
Augusta,Maine,44.3106,-69.7797,Concord,New Hampshire,43.2072,-71.5375
Augusta,Maine,44.3106,-69.7797,Trenton,New Jersey,40.2171,-74.7429
Augusta,Maine,44.3106,-69.7797,Santa Fe,New Mexico,35.687,-105.9378
Augusta,Maine,44.3106,-69.7797,Albany,New York,42.6512,-73.755
Augusta,Maine,44.3106,-69.7797,Raleigh,North Carolina,35.7804,-78.6391
Augusta,Maine,44.3106,-69.7797,Bismarck,North Dakota,46.8083,-100.7837
Augusta,Maine,44.3106,-69.7797,Columbus,Ohio,39.9623,-83.0007
Augusta,Maine,44.3106,-69.7797,Oklahoma City,Oklahoma,35.473,-97.5171
Augusta,Maine,44.3106,-69.7797,Salem,Oregon,44.9392,-123.0331
Augusta,Maine,44.3106,-69.7797,Harrisburg,Pennsylvania,40.2663,-76.8861
Augusta,Maine,44.3106,-69.7797,Providence,Rhoda Island,41.8249,-71.4136
Augusta,Maine,44.3106,-69.7797,Columbia,South Carolina,34.0007,-81.0343
Augusta,Maine,44.3106,-69.7797,Pierre,South Dakoda,44.3684,-100.354
Augusta,Maine,44.3106,-69.7797,Nashville,Tennessee,36.1622,-86.7744
Augusta,Maine,44.3106,-69.7797,Austin,Texas,30.2711,-97.7437
Augusta,Maine,44.3106,-69.7797,Salt Lake City,Utah,40.767,-111.8904
Augusta,Maine,44.3106,-69.7797,Montpelier,Vermont,44.2604,-72.5757
Augusta,Maine,44.3106,-69.7797,Richmond,Virginia,37.5385,-77.4343
Augusta,Maine,44.3106,-69.7797,Olympia,Washington,47.0451,-122.895
Augusta,Maine,44.3106,-69.7797,Charleston,West Virginia,38.3506,-81.6333
Augusta,Maine,44.3106,-69.7797,Madison,Wisconsin,43.0748,-89.3838
Augusta,Maine,44.3106,-69.7797,Cheyenne,Wyoming,41.14,-104.82
Annapolis,Maryland,38.9786,-76.4928,Montgomery,Alabama,32.367,-86.3006
Annapolis,Maryland,38.9786,-76.4928,Juneau,Alaska,58.3019,-134.4197
